Lift,81.7313537598,-7.8195648193,0.0012893677
coffeeTable,55.2377853394,5.7015686035,0.0339050293
compLabB,58.2572326660,-15.0254392624,-0.0002365112
coffeeAgain,54.7218780518,6.2610616684,-0.0093269348
